,0
434,82.24644
435,82.27223
436,86.09252
437,80.90699
438,82.10709
439,86.07445
440,82.10709
441,82.10709
442,82.10709
443,82.330376
444,82.10709
445,82.10709
446,82.11037
447,82.35589
448,82.10709
449,86.09361
450,86.3211
451,86.07861
452,83.67538
453,82.10709
454,82.10709
455,82.10709
456,83.598526
457,82.10709
458,86.08183
459,82.35046
460,82.10709
461,85.93737
462,82.10709
463,82.10709
464,82.15922
465,82.33917
466,82.10709
467,86.09338
468,85.96169
469,82.21872
470,82.10709
471,87.32845
472,86.13928
473,86.08087
474,82.10709
475,86.19168
476,82.21872
477,82.10709
478,82.10709
479,82.22938
480,86.093605
481,86.09269
482,82.10709
483,82.17308
484,86.16075
485,86.090126
486,82.10709
487,82.10709
488,82.385704
489,82.10709
490,82.10709
491,82.37086
492,82.22338
493,86.092606
494,85.05372
495,86.0776
496,86.09353
497,81.893105
498,85.80078
499,85.90956
500,86.237946
501,86.09292
502,86.09316
503,83.10213
504,86.05436
505,82.10709
506,86.09506
507,82.10709
508,86.06571
509,85.810486
510,82.10709
511,87.15663
512,86.09365
513,86.06925
514,86.0924
515,86.09361
516,82.10709
517,86.093895
518,86.09226
519,84.44568
520,86.093025
521,79.89737
522,86.09253
523,86.09049
524,86.03269
525,85.01602
526,86.09295
527,86.18921
528,86.09309
529,86.03659
530,86.09097
531,86.08533
532,86.0947
533,86.2288
534,86.09049
535,86.093025
536,82.10709
537,86.27143
538,82.10709
539,86.20732
540,82.19204
541,84.966896
542,86.01243
543,86.08745
544,86.250145
545,87.3208
546,85.5168
547,82.10709
548,86.09509
549,86.09351
550,86.09305
551,86.43843
552,86.08887
553,86.04159
554,86.06445
555,86.09289
556,86.3105
557,86.09276
558,86.35069
559,86.08378
560,86.07922
561,82.10709
562,82.10709
563,82.275604
564,82.10709
565,82.25409
566,82.10709
567,81.893105
568,82.10709
569,82.21872
570,81.893105
571,82.10709
572,82.10709
573,82.10709
574,82.10709
575,82.287025
576,82.10709
577,82.10709
578,82.10709
579,82.10709
580,82.10709
581,82.10709
582,82.10709
583,82.10709
584,82.10709
585,82.10709
586,81.917145
587,82.10709
588,86.093575
589,82.34684
590,82.10709
591,82.10709
592,82.10709
593,82.10709
594,82.21872
595,82.10709
596,79.02645
597,83.18367
598,82.10709
599,82.10709
600,82.10709
601,82.10709
602,82.10709
603,82.10709
604,83.37592
605,82.10709
606,82.10709
607,82.10709
608,82.10709
609,82.10709
610,82.10709
611,82.10709
612,83.37197
613,82.10709
614,82.33611
615,82.10709
616,82.10709
617,82.10709
618,82.10709
619,82.10709
620,82.10709
621,82.011505
622,82.10709
623,82.21872
624,83.27798
625,82.10709
626,82.10709
627,82.10709
628,82.10709
629,82.10709
630,82.10709
631,82.10709
632,83.09669
633,82.36629
634,82.10709
635,82.10709
636,82.10709
637,82.10709
638,82.10709
639,82.10709
640,82.12147
641,82.10709
642,82.10709
643,82.42762
644,82.10709
645,82.10709
646,82.20297
647,82.10709
648,82.10709
649,82.10709
650,82.11002
651,82.10709
652,83.11817
653,82.10709
654,80.42332
655,82.10709
656,86.09315
657,81.657936
658,86.090996
659,82.10709
660,86.0892
661,86.07854
662,86.09329
663,86.092834
664,86.09216
665,82.10709
666,86.0923
667,86.35167
668,83.100105
669,82.38014
670,82.10709
671,82.10709
672,82.10709
673,82.10709
674,82.10709
675,82.16577
676,82.10709
677,82.117294
678,82.10709
679,82.10709
680,82.10709
681,82.10709
682,82.10709
683,82.31636
684,85.84795
685,86.093605
686,82.10709
687,86.093025
688,82.10709
689,82.10709
690,82.10709
691,86.0916
692,86.093285
693,82.10709
694,82.10709
695,82.10709
696,82.21172
697,86.085724
698,82.21872
699,82.21872
700,82.10709
701,83.099655
702,85.685265
703,82.10709
704,82.10709
705,82.10709
706,81.68632
707,86.092804
708,81.71282
709,86.23065
710,83.257614
711,86.087654
712,82.10709
713,86.0852
714,86.08048
715,86.09301
716,82.10709
717,82.10709
718,82.10709
719,82.41586
720,82.10709
721,83.09762
722,82.10709
723,82.10709
724,86.07833
725,86.09198
726,86.093254
727,86.0929
728,82.10709
729,82.19639
730,82.10709
731,82.10709
732,86.092354
733,86.092316
734,86.09224
735,86.090004
736,86.0937
737,85.10065
738,86.090546
739,82.10709
740,86.0434
741,86.075676
742,82.10709
743,82.10709
744,82.10709
745,82.10709
746,82.10709
747,82.10709
748,83.09742
749,82.10709
750,82.15339
751,82.10709
752,82.10709
753,82.10709
754,82.10709
755,82.10709
756,82.10709
757,82.10709
758,82.10709
759,82.10709
760,82.330376
761,82.10709
762,83.1497
763,83.1497
764,82.10709
765,83.476555
766,82.10709
767,82.10709
768,82.10709
769,82.10709
770,81.74672
771,82.33264
772,82.10709
773,82.10709
774,82.10709
775,82.10709
776,82.21872
777,82.10709
778,82.10709
779,82.10709
780,86.065445
781,86.11547
782,86.09343
783,86.11547
784,82.10709
785,82.10709
786,86.40325
787,86.11524
788,86.08302
789,86.11547
790,86.093254
791,86.11547
792,86.09133
793,86.11547
794,86.07675
795,86.11546
796,86.09049
797,86.11547
798,86.08754
799,86.31075
800,86.02816
801,86.11547
802,86.07102
803,86.11547
804,84.30481
805,85.37122
806,86.038795
807,85.702614
808,86.266655
809,86.11625
810,86.08551
811,86.11547
812,86.28947
813,86.19439
814,86.24317
815,86.11515
816,86.09543
817,86.20076
818,86.08932
819,86.192825
820,86.16507
821,83.99378
822,84.13477
823,86.33584
824,86.08193
825,86.191734
826,86.08996
827,86.11547
828,86.08817
829,87.41369
830,82.21872
831,86.11545
832,82.10709
833,86.115524
834,84.386765
835,82.49381
836,83.822205
837,85.01133
838,85.30561
839,85.806404
840,86.17577
841,83.65019
842,81.134865
843,85.80692
844,86.09073
845,86.22615
846,86.37478
847,85.52698
848,86.20374
849,86.40328
850,86.371216
851,86.36422
852,86.248726
853,86.11536
854,86.09509
855,86.11547
856,84.354614
857,86.11451
858,80.47997
859,87.089325
860,85.313614
861,84.75068
862,86.06194
863,86.11547
864,87.42645
865,84.7539
866,85.851
867,85.98464
868,85.97254
869,86.15893
870,84.758766
871,83.7616
872,86.07502
873,86.334366
874,86.21343
875,86.33649
876,86.0261
877,86.20457
878,87.32096
879,86.19878
880,84.52653
881,85.64051
882,86.379425
883,85.54064
884,82.59118
885,87.08936
886,86.34241
887,86.215324
888,86.41013
889,86.35009
890,86.020035
891,86.36309
892,86.25796
893,83.92724
894,86.1727
895,86.07221
896,86.31357
897,86.43873
898,86.37984
899,86.11524
900,86.04263
901,86.10162
902,86.40672
903,86.08258
904,86.379585
905,86.11524
906,86.08414
907,87.14061
908,82.10709
909,82.330376
910,82.10709
911,80.11752
912,80.453606
913,82.199844
914,79.9706
915,80.98688
916,82.10709
917,81.75406
918,81.30305
919,82.42893
920,79.885574
921,82.312614
922,82.32509
923,81.98511
924,82.32449
925,82.167595
926,81.91838
927,82.13458
928,82.268326
929,79.987976
930,80.27481
931,82.185974
932,81.780945
933,82.10709
934,82.10709
935,82.10709
936,82.10709
937,82.10709
938,82.21872
939,82.05992
940,82.10709
941,81.22979
942,82.10709
943,82.10709
944,82.10709
945,82.09086
946,82.33385
947,82.10709
948,83.34949
949,80.92869
950,80.542076
951,81.648476
952,82.23061
953,81.947105
954,81.71347
955,82.241615
956,82.28827
957,79.960495
958,80.450035
959,82.10709
960,82.03833
961,82.20515
962,82.40071
963,82.03207
964,82.404495
965,81.11356
966,80.917435
967,80.93666
968,80.40631
969,82.10709
970,82.10709
971,82.10709
972,81.43635
973,82.10709
974,82.10709
975,82.10709
976,81.043106
977,82.10709
978,82.38159
979,82.10709
980,81.86748
981,82.10709
982,82.10709
983,81.3098
984,82.16298
985,80.659195
986,82.16432
987,82.10709
988,80.475235
989,81.45172
990,79.9086
991,79.93479
992,81.10377
993,80.01585
994,82.05679
995,82.10709
