,Node_indicator,head
136,417.0,84.94639587402344
137,418.0,85.01062774658203
138,419.0,84.91584014892578
139,420.0,84.91517639160156
140,421.0,84.87159729003906
141,422.0,84.87494659423828
142,423.0,84.97106170654297
143,424.0,85.01011657714844
144,425.0,85.01011657714844
145,426.0,85.06330108642578
146,427.0,85.03590393066406
147,429.0,84.88563537597656
148,430.0,84.88850402832031
149,431.0,84.89889526367188
150,432.0,84.91133117675781
151,433.0,84.90116119384766
152,436.0,84.88141632080078
153,439.0,84.93757629394531
154,449.0,84.901123046875
155,450.0,85.23497772216797
156,451.0,85.23497772216797
157,456.0,86.52306365966797
158,458.0,84.89270782470703
159,461.0,84.91133117675781
160,467.0,86.56110382080078
161,468.0,86.6162109375
162,471.0,84.87549591064453
163,472.0,84.89212799072266
164,473.0,84.89102172851562
165,475.0,85.54962158203125
166,480.0,86.5277328491211
167,481.0,84.8753890991211
168,484.0,85.06326293945312
169,485.0,84.89823150634766
170,493.0,86.53363037109375
171,494.0,86.53461456298828
172,495.0,86.53465270996094
173,496.0,86.53419494628906
174,498.0,87.05472564697266
175,499.0,86.91136169433594
176,500.0,84.8792495727539
177,501.0,84.87886810302734
178,502.0,84.87789154052734
179,503.0,84.87649536132812
180,504.0,84.87307739257812
181,505.0,84.8927001953125
182,506.0,84.9074935913086
183,507.0,84.96974182128906
184,508.0,85.25013732910156
185,509.0,85.20735168457031
186,510.0,84.9129409790039
187,511.0,84.9145278930664
188,512.0,84.90310668945312
189,513.0,84.91337585449219
190,514.0,84.87489318847656
191,515.0,84.87521362304688
192,516.0,84.94599914550781
193,517.0,84.87628936767578
194,518.0,86.02801513671875
195,519.0,86.028076171875
196,520.0,86.02313995361328
197,521.0,86.01910400390625
198,522.0,86.019287109375
199,523.0,86.02847290039062
200,524.0,86.03074645996094
201,525.0,86.02938842773438
202,526.0,86.03031921386719
203,527.0,86.02169036865234
204,528.0,86.11160278320312
205,529.0,86.0099868774414
206,530.0,86.0081558227539
207,531.0,86.00875091552734
208,532.0,86.00806427001953
209,533.0,86.02327728271484
210,534.0,86.02339935302734
211,535.0,86.0231704711914
212,536.0,86.56644439697266
213,537.0,86.46707916259766
214,538.0,86.43108367919922
215,539.0,86.50584411621094
216,540.0,85.66463470458984
217,541.0,85.82302856445312
218,542.0,85.86680603027344
219,543.0,85.98197937011719
220,544.0,86.42608642578125
221,545.0,86.39008331298828
222,546.0,85.86663818359375
223,548.0,86.02857208251953
224,549.0,86.52411651611328
225,550.0,86.52349090576172
226,551.0,86.51982879638672
227,552.0,86.521240234375
228,553.0,86.53131103515625
229,554.0,86.53196716308594
230,555.0,86.51925659179688
231,556.0,86.52471160888672
232,557.0,86.52516174316406
233,558.0,86.53129577636719
234,559.0,86.53800201416016
235,560.0,86.53256225585938
236,587.0,85.276611328125
237,588.0,84.87944793701172
238,656.0,84.87664031982422
239,657.0,84.89055633544922
240,658.0,84.88368225097656
241,659.0,84.88241577148438
242,660.0,84.88238525390625
243,661.0,84.8831787109375
244,662.0,84.88159942626953
245,663.0,84.88231658935547
246,664.0,84.88236999511719
247,665.0,84.88230895996094
248,666.0,84.88536071777344
249,667.0,84.88294982910156
250,684.0,84.89035034179688
251,685.0,84.88288116455078
252,687.0,84.88275146484375
253,689.0,84.89043426513672
254,690.0,84.88414001464844
255,691.0,84.87828826904297
256,692.0,84.88162231445312
257,697.0,85.8669662475586
258,702.0,86.92372131347656
259,707.0,84.88272857666016
260,709.0,86.45750427246094
261,711.0,85.2035903930664
262,712.0,85.20257568359375
263,713.0,85.2035903930664
264,714.0,85.2035903930664
265,715.0,85.2035903930664
266,724.0,85.23497772216797
267,725.0,85.20587158203125
268,726.0,85.20262145996094
269,727.0,85.2030029296875
270,732.0,85.20362854003906
271,733.0,85.20597839355469
272,734.0,85.20580291748047
273,735.0,85.20362091064453
274,736.0,85.20262145996094
275,737.0,85.2035903930664
276,738.0,85.20362091064453
277,740.0,85.25013732910156
278,741.0,85.63240051269531
279,780.0,86.02801513671875
280,781.0,86.02801513671875
281,782.0,86.02835845947266
282,783.0,86.02835845947266
283,786.0,86.0285415649414
284,787.0,86.0285415649414
285,788.0,86.02851867675781
286,789.0,86.02851867675781
287,790.0,86.02847290039062
288,791.0,86.02847290039062
289,792.0,86.02847290039062
290,793.0,86.02847290039062
291,794.0,86.02809143066406
292,795.0,86.02809143066406
293,796.0,86.02847290039062
294,797.0,86.02847290039062
295,798.0,86.02847290039062
296,799.0,86.02847290039062
297,800.0,86.02857971191406
298,801.0,86.02857971191406
299,802.0,86.0231704711914
300,803.0,86.0231704711914
301,804.0,86.02313995361328
302,805.0,86.02313995361328
303,806.0,86.01915740966797
304,807.0,86.01915740966797
305,808.0,86.01910400390625
306,809.0,86.01910400390625
307,810.0,86.02936553955078
308,811.0,86.02936553955078
309,812.0,86.02937316894531
310,813.0,86.02937316894531
311,814.0,86.03065490722656
312,815.0,86.03065490722656
313,816.0,86.0306167602539
314,817.0,86.0306167602539
315,818.0,86.03031158447266
316,819.0,86.03031158447266
317,820.0,86.02169036865234
318,821.0,86.02169036865234
319,822.0,86.00875091552734
320,823.0,86.00875091552734
321,824.0,86.11160278320312
322,825.0,86.11160278320312
323,826.0,86.05015563964844
324,827.0,86.05015563964844
325,828.0,86.05037689208984
326,829.0,86.05037689208984
327,830.0,86.36542510986328
328,831.0,86.36542510986328
329,832.0,86.36891174316406
330,833.0,86.36891174316406
331,834.0,86.42418670654297
332,835.0,86.42418670654297
333,836.0,86.42424011230469
334,837.0,86.42424011230469
335,838.0,86.42412567138672
336,839.0,86.42412567138672
337,840.0,86.42610931396484
338,841.0,86.42610931396484
339,842.0,86.4281234741211
340,843.0,86.42810821533203
341,844.0,86.26832580566406
342,845.0,86.26832580566406
343,846.0,86.00891876220703
344,847.0,86.00891876220703
345,848.0,86.00819396972656
346,849.0,86.00819396972656
347,850.0,86.0081558227539
348,851.0,86.0081558227539
349,852.0,86.00806427001953
350,853.0,86.00806427001953
351,854.0,86.00798797607422
352,855.0,86.00798797607422
353,856.0,86.01777648925781
354,857.0,86.01777648925781
355,858.0,86.02374267578125
356,859.0,86.02374267578125
357,860.0,86.02330780029297
358,861.0,86.02330780029297
359,862.0,86.02339935302734
360,863.0,86.02339935302734
361,864.0,86.02327728271484
362,865.0,86.02327728271484
363,866.0,86.02326965332031
364,867.0,86.02326965332031
365,868.0,86.03073120117188
366,869.0,86.03073120117188
367,870.0,86.0191879272461
368,871.0,86.0191879272461
369,872.0,86.019287109375
370,873.0,86.019287109375
371,874.0,86.01946258544922
372,875.0,86.01946258544922
373,876.0,86.53465270996094
374,877.0,86.53465270996094
375,878.0,86.53460693359375
376,879.0,86.53460693359375
377,880.0,86.53443908691406
378,881.0,86.53443908691406
379,882.0,86.53427124023438
380,883.0,86.53427124023438
381,884.0,86.53502655029297
382,885.0,86.53502655029297
383,886.0,86.53468322753906
384,887.0,86.53468322753906
385,888.0,86.53536987304688
386,889.0,86.53536987304688
387,890.0,86.53536224365234
388,891.0,86.53536224365234
389,892.0,86.54681396484375
390,893.0,86.54681396484375
391,894.0,86.57240295410156
392,895.0,86.57240295410156
393,896.0,86.55773162841797
394,897.0,86.55773162841797
395,898.0,86.58038330078125
396,899.0,86.58039093017578
397,900.0,86.57191467285156
398,901.0,86.57191467285156
399,902.0,86.56531524658203
400,903.0,86.56531524658203
401,904.0,86.54997253417969
402,905.0,86.54997253417969
403,906.0,86.54887390136719
404,907.0,86.54887390136719
405,1002.0,85.27661895751953
406,1003.0,85.27661895751953
407,1004.0,85.6032485961914
408,1005.0,85.6032485961914
409,1014.0,85.8600082397461
410,1015.0,85.86001586914062
411,1016.0,85.85515594482422
412,1017.0,85.85515594482422
413,1018.0,85.86615753173828
414,1019.0,85.86615753173828
415,1020.0,85.86672973632812
416,1021.0,85.86672973632812
417,1022.0,85.98941802978516
418,1023.0,85.98941802978516
419,1024.0,85.88876342773438
420,1025.0,85.88876342773438
421,1026.0,85.96792602539062
422,1027.0,85.96792602539062
423,1028.0,85.98197937011719
424,1029.0,85.98197937011719
425,1032.0,86.53363037109375
426,1033.0,86.53363037109375
427,1034.0,86.53419494628906
428,1035.0,86.53419494628906
429,1036.0,86.5326156616211
430,1037.0,86.5326156616211
431,1038.0,86.52387237548828
432,1039.0,86.52387237548828
433,1040.0,86.52349090576172
434,1041.0,86.52349090576172
435,1042.0,86.52265167236328
436,1043.0,86.52265167236328
437,1044.0,86.52124786376953
438,1045.0,86.52124786376953
439,1046.0,86.52225494384766
440,1047.0,86.52225494384766
441,1048.0,86.52214813232422
442,1049.0,86.52214813232422
443,1050.0,86.52360534667969
444,1051.0,86.52360534667969
445,1052.0,86.53227996826172
446,1053.0,86.53227996826172
447,1054.0,86.51951599121094
448,1055.0,86.51951599121094
449,1056.0,86.5195083618164
450,1057.0,86.5195083618164
451,1058.0,86.51944732666016
452,1059.0,86.51944732666016
453,1060.0,86.51947021484375
454,1061.0,86.51947021484375
455,1062.0,86.51934814453125
456,1063.0,86.51934814453125
457,1064.0,86.51933288574219
458,1065.0,86.51933288574219
459,1066.0,86.51929473876953
460,1067.0,86.51929473876953
461,1068.0,86.52816009521484
462,1069.0,86.52816009521484
463,1070.0,86.5378189086914
464,1071.0,86.5378189086914
465,1072.0,86.53739929199219
466,1073.0,86.53739929199219
467,1074.0,86.52000427246094
468,1075.0,86.52000427246094
469,1076.0,86.51980590820312
470,1077.0,86.51980590820312
471,1078.0,86.53292083740234
472,1079.0,86.53292083740234
473,1080.0,86.5328598022461
474,1081.0,86.52285766601562
475,1082.0,86.52290344238281
476,1083.0,86.52290344238281
477,1084.0,86.52122497558594
478,1085.0,86.52122497558594
479,1086.0,86.5311279296875
480,1087.0,86.5311279296875
481,1088.0,86.53153991699219
482,1089.0,86.53153991699219
483,1090.0,86.53006744384766
484,1091.0,86.53006744384766
485,1092.0,86.53194427490234
486,1093.0,86.53194427490234
487,1094.0,86.53216552734375
488,1095.0,86.53216552734375
489,1096.0,86.53166961669922
490,1097.0,86.53166961669922
491,1144.0,84.9218521118164
492,1145.0,84.9218521118164
493,1146.0,84.91510772705078
494,1147.0,84.91510772705078
495,1148.0,84.91436004638672
496,1149.0,84.91319274902344
497,1150.0,84.91319274902344
498,1151.0,84.9126205444336
499,1152.0,84.9126205444336
500,1153.0,84.91209411621094
501,1154.0,84.91209411621094
502,1155.0,84.91131591796875
503,1156.0,84.91131591796875
504,1157.0,84.90739440917969
505,1158.0,84.90739440917969
506,1159.0,84.91017150878906
507,1160.0,84.91017150878906
508,1161.0,84.9005355834961
509,1162.0,84.9005355834961
510,1167.0,84.91133117675781
511,1178.0,84.9464340209961
512,1179.0,84.9464340209961
513,1180.0,84.94644165039062
514,1181.0,84.94644165039062
515,1182.0,84.94660186767578
516,1183.0,84.94660186767578
517,1184.0,84.94679260253906
518,1185.0,84.94679260253906
519,1186.0,84.97103881835938
520,1187.0,84.97103881835938
521,1188.0,84.96172332763672
522,1189.0,84.96172332763672
523,1190.0,84.950439453125
524,1191.0,84.950439453125
525,1192.0,84.90148162841797
526,1193.0,84.90148162841797
527,1194.0,84.88090515136719
528,1195.0,84.88090515136719
529,1196.0,84.87649536132812
530,1197.0,84.87649536132812
531,1198.0,84.8746109008789
532,1199.0,84.8746109008789
533,1200.0,84.87498474121094
534,1201.0,84.87498474121094
535,1202.0,84.87492370605469
536,1203.0,84.87492370605469
537,1204.0,86.519287109375
538,1205.0,86.519287109375
539,1206.0,86.519287109375
540,1207.0,86.519287109375
541,1208.0,86.519287109375
542,1209.0,86.519287109375
543,1210.0,86.519287109375
544,1211.0,86.519287109375
545,1212.0,86.51925659179688
546,1213.0,86.51925659179688
547,1214.0,86.525146484375
548,1215.0,86.525146484375
549,1216.0,86.52471160888672
550,1217.0,86.52471160888672
551,1218.0,86.52400970458984
552,1219.0,86.52400970458984
553,1220.0,86.52408599853516
554,1221.0,86.52408599853516
555,1222.0,86.53118133544922
556,1223.0,86.53118133544922
557,1224.0,86.53129577636719
558,1225.0,86.53129577636719
559,1226.0,86.53129577636719
560,1227.0,86.53129577636719
561,1228.0,86.53128814697266
562,1229.0,86.53128814697266
563,1230.0,86.53105926513672
564,1231.0,86.53105926513672
565,1232.0,86.5312728881836
566,1233.0,86.5312728881836
567,1234.0,86.52371978759766
568,1235.0,86.52371978759766
569,1236.0,86.52323913574219
570,1237.0,86.52323913574219
571,1238.0,86.52323913574219
572,1239.0,86.52324676513672
573,1240.0,86.52324676513672
574,1273.0,84.88346099853516
575,1276.0,84.87886810302734
576,1277.0,84.87886810302734
577,1278.0,84.87884521484375
578,1279.0,84.87884521484375
579,1280.0,84.88102722167969
580,1281.0,84.88102722167969
581,1282.0,84.88257598876953
582,1283.0,84.88257598876953
583,1284.0,84.8792495727539
584,1285.0,84.87159729003906
585,1286.0,84.87327575683594
586,1287.0,84.87327575683594
587,1288.0,84.87307739257812
588,1343.0,84.8927001953125
589,1344.0,84.8927001953125
590,1345.0,84.89270782470703
591,1346.0,84.89270782470703
592,1347.0,84.89270782470703
593,1348.0,84.89270782470703
594,1349.0,84.8929214477539
595,1350.0,84.8929214477539
596,1351.0,84.89270782470703
597,1352.0,84.89270782470703
598,1353.0,84.89270782470703
599,1354.0,84.89270782470703
600,1355.0,85.88876342773438
601,1356.0,85.88876342773438
602,1357.0,86.53538513183594
603,1358.0,86.53538513183594
604,1359.0,86.59352111816406
605,1360.0,86.59352111816406
606,1361.0,86.5937728881836
607,1362.0,86.5937728881836
608,1363.0,86.54789733886719
609,1364.0,86.54789733886719
610,1365.0,86.56680297851562
611,1366.0,86.56680297851562
612,1367.0,86.56925201416016
613,1368.0,86.56925201416016
614,1392.0,86.07479858398438
615,1393.0,86.07479858398438
616,1394.0,86.0099868774414
617,1395.0,86.0099868774414
618,1396.0,86.00997924804688
619,1397.0,86.00997924804688
620,1398.0,85.96887969970703
621,1399.0,85.96887969970703
622,1412.0,86.1012191772461
623,1413.0,86.1012191772461
624,1414.0,85.99174499511719
625,1415.0,85.99174499511719
626,1438.0,84.8749008178711
627,1439.0,84.8749008178711
628,1462.0,85.49232482910156
629,1463.0,85.49232482910156
630,1464.0,85.3945083618164
631,1465.0,85.3945083618164
632,1470.0,84.87787628173828
633,1471.0,84.87787628173828
634,1472.0,86.53937530517578
635,1473.0,86.53937530517578
636,1476.0,84.90290069580078
637,1477.0,84.90290069580078
638,1486.0,84.87162017822266
639,1487.0,84.87162017822266
640,1500.0,86.04308319091797
641,1501.0,86.04308319091797
642,1506.0,84.95487213134766
643,1507.0,84.95487213134766
644,1508.0,84.95474243164062
645,1509.0,84.95474243164062
646,1516.0,86.00872802734375
647,1517.0,86.00872802734375
648,1632.0,84.91148376464844
649,1633.0,84.91148376464844
650,1648.0,84.93403625488281
651,1649.0,84.93403625488281
652,1650.0,85.00988006591797
653,1651.0,85.00988006591797
654,1652.0,84.91091918945312
655,1653.0,84.91091918945312
656,1654.0,84.8982162475586
657,1655.0,84.8982162475586
658,1656.0,84.87944030761719
659,1657.0,84.87944030761719
660,1658.0,84.88346099853516
661,1659.0,84.88346099853516
662,1660.0,84.97015380859375
663,1661.0,84.97015380859375
664,1662.0,85.01011657714844
665,1663.0,85.01011657714844
666,1670.0,84.9073486328125
667,1671.0,84.9073486328125
668,1672.0,84.89886474609375
669,1673.0,84.89886474609375
670,1674.0,84.8759994506836
671,1675.0,84.8759994506836
672,1678.0,84.9134292602539
673,1679.0,84.9134292602539
674,1680.0,84.91436004638672
675,1681.0,84.91436004638672
676,1702.0,85.0237808227539
677,1703.0,85.0237808227539
678,1704.0,84.91458129882812
679,1705.0,84.91458129882812
680,1710.0,84.90048217773438
681,1711.0,84.90048217773438
682,1713.0,84.8716812133789
683,1714.0,84.8716812133789
684,1717.0,85.23497772216797
685,1718.0,85.23497772216797
686,1747.0,84.91336822509766
687,1748.0,84.91336822509766
688,1764.0,86.60054016113281
689,1765.0,86.60054016113281
690,1766.0,86.61486053466797
691,1767.0,86.61486053466797
692,1768.0,86.60693359375
693,1769.0,86.60694885253906
694,1782.0,84.87523651123047
695,1783.0,84.87523651123047
696,1784.0,84.87725830078125
697,1785.0,84.87725830078125
698,1786.0,84.89763641357422
699,1787.0,84.89763641357422
700,1788.0,84.8960952758789
701,1789.0,84.8960952758789
702,1791.0,85.86756134033203
703,1792.0,85.86756134033203
704,1793.0,85.5509262084961
705,1794.0,85.5509262084961
706,1795.0,84.880859375
707,1796.0,84.880859375
708,1803.0,86.52344512939453
709,1804.0,86.52344512939453
710,1805.0,85.86663818359375
711,1806.0,85.86663818359375
712,1809.0,85.86663818359375
713,1811.0,84.8927001953125
714,1813.0,84.8927001953125
715,1814.0,84.8927001953125
716,1825.0,85.06329345703125
717,1826.0,85.06329345703125
718,1832.0,84.87825775146484
719,1833.0,84.87825775146484
720,1834.0,84.88359832763672
721,1835.0,84.88359832763672
722,1836.0,84.88531494140625
723,1837.0,84.88531494140625
724,1838.0,84.89092254638672
725,1839.0,84.89092254638672
726,1840.0,84.88317108154297
727,1841.0,84.88317108154297
728,1842.0,84.88314819335938
729,1843.0,84.88314819335938
730,1844.0,84.88294219970703
731,1845.0,84.88294219970703
732,1846.0,84.88241577148438
733,1847.0,84.88241577148438
734,1848.0,84.88236236572266
735,1849.0,84.88236236572266
736,1850.0,84.88159942626953
737,1851.0,84.88159942626953
738,1852.0,84.881591796875
739,1853.0,84.881591796875
740,1854.0,84.88274383544922
741,1855.0,84.88274383544922
742,1856.0,85.86751556396484
743,1857.0,85.86751556396484
744,1880.0,84.89038848876953
745,1881.0,84.89038848876953
746,1882.0,84.89037322998047
747,1883.0,84.89037322998047
748,1884.0,84.88238525390625
749,1885.0,84.88238525390625
750,1886.0,84.88285827636719
751,1887.0,84.88285827636719
752,1888.0,84.87664031982422
753,1889.0,84.87664031982422
754,1890.0,84.87629699707031
755,1891.0,84.87629699707031
756,1892.0,84.89053344726562
757,1893.0,84.89053344726562
758,1894.0,84.89051818847656
759,1895.0,84.89051818847656
760,1904.0,85.2035903930664
761,1905.0,85.2035903930664
762,1906.0,85.20357513427734
763,1907.0,85.20357513427734
764,1908.0,85.20262908935547
765,1909.0,85.20262908935547
766,1910.0,85.20706176757812
767,1911.0,85.20706176757812
768,1912.0,85.2035903930664
769,1913.0,85.2035903930664
770,1924.0,86.52450561523438
771,1925.0,86.52450561523438
772,1926.0,85.20669555664062
773,1927.0,85.20669555664062
774,1928.0,85.63240051269531
775,1929.0,85.63240051269531
776,1930.0,85.20584869384766
777,1931.0,85.20584869384766
778,1932.0,85.20582580566406
779,1933.0,85.20582580566406
780,1942.0,85.25013732910156
781,1943.0,85.25013732910156
782,1944.0,85.25013732910156
783,1945.0,85.25013732910156
784,1946.0,85.2035903930664
785,1947.0,85.2035903930664
786,1948.0,85.20364379882812
787,1949.0,85.20364379882812
788,1950.0,85.25013732910156
789,1951.0,85.25013732910156
790,1952.0,86.02169036865234
791,1953.0,85.88876342773438
792,1954.0,85.88876342773438
793,1955.0,85.96792602539062
794,1956.0,85.96792602539062
795,1957.0,85.98197937011719
796,1968.0,86.56875610351562
797,1969.0,86.56732177734375
798,1972.0,86.54467010498047
799,1973.0,86.54032135009766
800,1976.0,85.4482192993164
801,1977.0,85.44197845458984
802,1988.0,86.54605102539062
803,1989.0,86.53768157958984
804,1991.0,84.91079711914062
805,1993.0,84.94639587402344
806,1995.0,84.90591430664062
807,1997.0,84.9263916015625
808,1998.0,84.89959716796875
809,2002.0,85.97370147705078
810,2005.0,86.00875091552734
811,2006.0,86.11160278320312
812,2013.0,86.53443145751953
813,2014.0,86.53447723388672
814,2015.0,86.53622436523438
815,2016.0,86.53538513183594
816,2017.0,86.54898834228516
817,2020.0,86.53289794921875
818,2021.0,86.53286743164062
819,2022.0,86.5203857421875
820,2023.0,86.53163146972656
821,2024.0,84.94583129882812
822,2025.0,85.00757598876953
823,2028.0,86.52157592773438
824,2029.0,86.52222442626953
825,2046.0,86.53131103515625
826,2054.0,84.89047241210938
827,2056.0,84.881591796875
828,2057.0,86.92247772216797
829,2058.0,86.91411590576172
830,2059.0,86.42424011230469
831,2060.0,86.42253875732422
832,2063.0,84.8764877319336
833,2064.0,85.66463470458984
834,2101.0,84.87438201904297
835,2103.0,84.8837661743164
836,2104.0,84.8946762084961
837,2105.0,84.88346099853516
838,2106.0,84.9216537475586
839,2107.0,85.34403991699219
840,2108.0,85.2411880493164
841,2109.0,85.1552734375
842,2110.0,85.07392120361328
843,2112.0,84.8986587524414
844,2114.0,84.87159729003906
845,2115.0,84.91436004638672
846,2137.0,84.87738037109375
847,2139.0,84.87749481201172
848,2141.0,84.90027618408203
849,2142.0,84.89324951171875
850,2148.0,84.87738037109375
851,2154.0,86.02313232421875
852,2155.0,86.02801513671875
853,2159.0,86.5328598022461
854,2161.0,84.8792495727539
855,2162.0,84.87307739257812
856,2175.0,84.91323852539062
857,2176.0,84.91133117675781
858,2177.0,86.53534698486328
859,2178.0,84.8927001953125
860,2180.0,84.92948913574219
861,2187.0,86.52361297607422
862,2188.0,86.520263671875
863,2195.0,84.87549591064453
864,2202.0,86.52285766601562
865,2203.0,86.52132415771484
866,2204.0,86.27266693115234
867,2205.0,85.06307983398438
868,2206.0,84.89591217041016
869,2207.0,84.89813232421875
870,2208.0,84.88150024414062
871,2211.0,84.87736511230469
872,2212.0,84.89059448242188
873,2213.0,84.8828353881836
874,2214.0,84.88223266601562
875,2215.0,85.55339050292969
876,2216.0,84.9073257446289
877,2218.0,84.87823486328125
878,2219.0,84.88317108154297
879,2220.0,84.8836898803711
880,2221.0,84.88233184814453
881,2222.0,84.88189697265625
882,2223.0,84.88163757324219
883,2224.0,84.881591796875
884,2225.0,84.8819351196289
885,2237.0,84.89042663574219
886,2238.0,84.8828125
887,2239.0,84.8763427734375
888,2240.0,84.88224792480469
889,2241.0,84.88321685791016
890,2242.0,86.27265930175781
891,2253.0,84.8831558227539
892,2254.0,84.87662506103516
893,2257.0,84.91958618164062
894,2260.0,84.88236999511719
895,2261.0,84.88292694091797
896,2262.0,85.20254516601562
897,2263.0,85.20254516601562
898,2264.0,85.205810546875
899,2265.0,85.2035903930664
900,2270.0,85.20294952392578
901,2272.0,85.20690155029297
902,2273.0,85.20532989501953
903,2274.0,85.20465087890625
904,2280.0,85.20350646972656
905,2281.0,85.20358276367188
906,2283.0,85.20359802246094
907,2284.0,85.20362091064453
908,2285.0,85.2035903930664
909,2286.0,85.20360565185547
910,2288.0,85.63240051269531
911,2333.0,86.02803039550781
912,2334.0,86.02810668945312
913,2335.0,86.02857208251953
914,2348.0,86.02783966064453
915,2349.0,86.02804565429688
916,2350.0,86.02849578857422
917,2351.0,86.02847290039062
918,2352.0,86.02780151367188
919,2353.0,86.02845764160156
920,2354.0,86.02870178222656
921,2355.0,86.02326965332031
922,2356.0,86.02313995361328
923,2357.0,86.02326965332031
924,2358.0,86.01910400390625
925,2359.0,86.01915740966797
926,2360.0,86.01909637451172
927,2361.0,86.01909637451172
928,2362.0,86.02885437011719
929,2363.0,86.02963256835938
930,2364.0,86.02947998046875
931,2365.0,86.03025817871094
932,2366.0,86.0302734375
933,2367.0,86.04396057128906
934,2368.0,86.13351440429688
935,2369.0,86.01131439208984
936,2370.0,86.03504943847656
937,2371.0,86.1805648803711
938,2372.0,86.08760833740234
939,2373.0,86.04630279541016
940,2374.0,86.2498550415039
941,2375.0,86.22750091552734
942,2376.0,86.08321380615234
943,2377.0,86.28131866455078
944,2378.0,86.26895141601562
945,2379.0,86.34382629394531
946,2380.0,86.42418670654297
947,2381.0,86.38822174072266
948,2382.0,86.43108367919922
949,2383.0,86.42572784423828
950,2384.0,86.42594909667969
951,2385.0,86.00796508789062
952,2386.0,86.0081558227539
953,2387.0,86.00804901123047
954,2388.0,86.00782775878906
955,2389.0,86.0080337524414
956,2390.0,86.00813293457031
957,2391.0,86.01782989501953
958,2392.0,86.0172348022461
959,2393.0,86.01780700683594
960,2394.0,86.02339935302734
