,residuals
11047,-1.0581283569335938
11052,-1.0581283569335938
11059,-1.0581283569335938
11071,-1.0581283569335938
11077,-1.0581283569335938
11098,-1.0581283569335938
11103,-1.0581283569335938
11110,-1.0581283569335938
11122,-1.0581283569335938
11128,-1.0581283569335938
11149,-1.0581283569335938
11154,-1.0581283569335938
11161,-1.0581283569335938
11173,-1.0581283569335938
11179,-1.0581283569335938
11200,-1.0581283569335938
11205,-1.0581283569335938
11212,-1.0581283569335938
11224,-1.0581283569335938
11230,-1.0581283569335938
11251,-1.0581283569335938
11256,-1.0581283569335938
11263,-1.0581283569335938
11275,-1.0581283569335938
11281,-1.0581283569335938
11302,-1.0581283569335938
11307,-1.0581283569335938
11314,-1.0581283569335938
11326,-1.0581283569335938
11332,-1.0581283569335938
11353,-1.0581283569335938
11358,-1.0581283569335938
11365,-1.0581283569335938
11377,-1.0581283569335938
11383,-1.0581283569335938
11404,-1.0581283569335938
11409,-1.0581283569335938
11416,-1.0581283569335938
11428,-1.0581283569335938
11434,-1.0581283569335938
11455,-1.0581283569335938
11460,-1.0581283569335938
11467,-1.0581283569335938
11479,-1.0581283569335938
11485,-1.0581283569335938
11506,-1.0581283569335938
11511,-1.0581283569335938
11518,-1.0581283569335938
11530,-1.0581283569335938
11536,-1.0581283569335938
11557,-1.0581283569335938
11562,-1.0581283569335938
11569,-1.0581283569335938
11581,-1.0581283569335938
11587,-1.0581283569335938
11608,-1.0581283569335938
11613,-1.0581283569335938
11620,-1.0581283569335938
11632,-1.0581283569335938
11638,-1.0581283569335938
11659,-1.0581283569335938
11664,-1.0581283569335938
11671,-1.0581283569335938
11683,-1.0581283569335938
11689,-1.0581283569335938
11710,-1.0581283569335938
11715,-1.0581283569335938
11722,-1.0581283569335938
11734,-1.0581283569335938
11740,-1.0581283569335938
11761,-1.0581283569335938
11766,-1.0581283569335938
11773,-1.0581283569335938
11785,-1.0581283569335938
11791,-1.0581283569335938
11812,-1.0581283569335938
11817,-1.0581283569335938
11824,-1.0581283569335938
11836,-1.0581283569335938
11842,-1.0581283569335938
11863,-1.0581283569335938
11868,-1.0581283569335938
11875,-1.0581283569335938
11887,-1.0581283569335938
11893,-1.0581283569335938
11914,-1.0581283569335938
11919,-1.0581283569335938
11926,-1.0581283569335938
11938,-1.0581283569335938
11944,-1.0581283569335938
11965,-1.0581283569335938
11970,-1.0581283569335938
11977,-1.0581283569335938
11989,-1.0581283569335938
11995,-1.0581283569335938
12016,-1.0581283569335938
12021,-1.0581283569335938
12028,-1.0581283569335938
12040,-1.0581283569335938
12046,-1.0581283569335938
12067,-1.0581283569335938
12072,-1.0581283569335938
12079,-1.0581283569335938
12091,-1.0581283569335938
12097,-1.0581283569335938
12118,-1.0581283569335938
12123,-1.0581283569335938
12130,-1.0581283569335938
12142,-1.0581283569335938
12148,-1.0581283569335938
12169,-1.0581283569335938
12174,-1.0581283569335938
12181,-1.0581283569335938
12193,-1.0581283569335938
12199,-1.0581283569335938
12220,-1.0581283569335938
12225,-1.0581283569335938
12232,-1.0581283569335938
12244,-1.0581283569335938
12250,-1.0581283569335938
12271,-1.0581283569335938
12276,-1.0581283569335938
12283,-1.0581283569335938
12295,-1.0581283569335938
12301,-1.0581283569335938
12322,-1.0581283569335938
12327,-1.0581283569335938
12334,-1.0581283569335938
12346,-1.0581283569335938
12352,-1.0581283569335938
12373,-1.0581283569335938
12378,-1.0581283569335938
12385,-1.0581283569335938
12397,-1.0581283569335938
12403,-1.0581283569335938
12424,-1.0581283569335938
12429,-1.0581283569335938
12436,-1.0581283569335938
12448,-1.0581283569335938
12454,-1.0581283569335938
12475,-1.0581283569335938
12480,-1.0581283569335938
12487,-1.0581283569335938
12499,-1.0581283569335938
12505,-1.0581283569335938
12526,-1.0581283569335938
12531,-1.0581283569335938
12538,-1.0581283569335938
12550,-1.0581283569335938
12556,-1.0581283569335938
12577,-1.0581283569335938
12582,-1.0581283569335938
12589,-1.0581283569335938
12601,-1.0581283569335938
12607,-1.0581283569335938
12628,-1.0581283569335938
12633,-1.0581283569335938
12640,-1.0581283569335938
12652,-1.0581283569335938
12658,-1.0581283569335938
12679,-1.0581283569335938
12684,-1.0581283569335938
12691,-1.0581283569335938
12703,-1.0581283569335938
12709,-1.0581283569335938
12730,-1.0581283569335938
12735,-1.0581283569335938
12742,-1.0581283569335938
12754,-1.0581283569335938
12760,-1.0581283569335938
12781,-1.0581283569335938
12786,-1.0581283569335938
12793,-1.0581283569335938
12805,-1.0581283569335938
12811,-1.0581283569335938
12832,-1.0581283569335938
12837,-1.0581283569335938
12844,-1.0581283569335938
12856,-1.0581283569335938
12862,-1.0581283569335938
12883,-1.0581283569335938
12888,-1.0581283569335938
12895,-1.0581283569335938
12907,-1.0581283569335938
12913,-1.0581283569335938
12934,-1.0581283569335938
12939,-1.0581283569335938
12946,-1.0581283569335938
12958,-1.0581283569335938
12964,-1.0581283569335938
12985,-1.0581283569335938
12990,-1.0581283569335938
12997,-1.0581283569335938
13009,-1.0581283569335938
13015,-1.0581283569335938
13036,-1.0581283569335938
13041,-1.0581283569335938
13048,-1.0581283569335938
13060,-1.0581283569335938
13066,-1.0581283569335938
13087,-1.0581283569335938
13092,-1.0581283569335938
13099,-1.0581283569335938
13111,-1.0581283569335938
13117,-1.0581283569335938
13138,-1.0581283569335938
13143,-1.0581283569335938
13150,-1.0581283569335938
13162,-1.0581283569335938
13168,-1.0581283569335938
13189,-1.0581283569335938
13194,-1.0581283569335938
13201,-1.0581283569335938
13213,-1.0581283569335938
13219,-1.0581283569335938
13240,-1.0581283569335938
13245,-1.0581283569335938
13252,-1.0581283569335938
13264,-1.0581283569335938
13270,-1.0581283569335938
13291,-1.0581283569335938
13296,-1.0581283569335938
13303,-1.0581283569335938
13315,-1.0581283569335938
13321,-1.0581283569335938
13342,-1.0581283569335938
13347,-1.0581283569335938
13354,-1.0581283569335938
13366,-1.0581283569335938
13372,-1.0581283569335938
13393,-1.0581283569335938
13398,-1.0581283569335938
13405,-1.0581283569335938
13417,-1.0581283569335938
13423,-1.0581283569335938
13444,-1.0581283569335938
13449,-1.0581283569335938
13456,-1.0581283569335938
13468,-1.0581283569335938
13474,-1.0581283569335938
13495,-1.0581283569335938
13500,-1.0581283569335938
13507,-1.0581283569335938
13519,-1.0581283569335938
13525,-1.0581283569335938
13546,-1.0581283569335938
13551,-1.0581283569335938
13558,-1.0581283569335938
13570,-1.0581283569335938
13576,-1.0581283569335938
13597,-1.0581283569335938
13602,-1.0581283569335938
13609,-1.0581283569335938
13621,-1.0581283569335938
13627,-1.0581283569335938
13648,-1.0581283569335938
13653,-1.0581283569335938
13660,-1.0581283569335938
13672,-1.0581283569335938
13678,-1.0581283569335938
13699,-1.0581283569335938
13704,-1.0581283569335938
13711,-1.0581283569335938
13723,-1.0581283569335938
13729,-1.0581283569335938
13750,-1.0581283569335938
13755,-1.0581283569335938
13762,-1.0581283569335938
13774,-1.0581283569335938
13780,-1.0581283569335938
13801,-1.0581283569335938
13806,-1.0581283569335938
13813,-1.0581283569335938
13825,-1.0581283569335938
13831,-1.0581283569335938
13852,-1.0581283569335938
13857,-1.0581283569335938
13864,-1.0581283569335938
13876,-1.0581283569335938
13882,-1.0581283569335938
13903,-1.0581283569335938
13908,-1.0581283569335938
13915,-1.0581283569335938
13927,-1.0581283569335938
13933,-1.0581283569335938
13954,-1.0581283569335938
13959,-1.0581283569335938
13966,-1.0581283569335938
13978,-1.0581283569335938
13984,-1.0581283569335938
14005,-1.0581283569335938
14010,-1.0581283569335938
14017,-1.0581283569335938
14029,-1.0581283569335938
14035,-1.0581283569335938
14056,-1.0581283569335938
14061,-1.0581283569335938
14068,-1.0581283569335938
14080,-1.0581283569335938
14086,-1.0581283569335938
14107,-1.0581283569335938
14112,-1.0581283569335938
14119,-1.0581283569335938
14131,-1.0581283569335938
14137,-1.0581283569335938
14158,-1.0581283569335938
14163,-1.0581283569335938
14170,-1.0581283569335938
14182,-1.0581283569335938
14188,-1.0581283569335938
14209,-1.0581283569335938
14214,-1.0581283569335938
14221,-1.0581283569335938
14233,-1.0581283569335938
14239,-1.0581283569335938
14260,-1.0581283569335938
14265,-1.0581283569335938
14272,-1.0581283569335938
14284,-1.0581283569335938
14290,-1.0581283569335938
14311,-1.0581283569335938
14316,-1.0581283569335938
14323,-1.0581283569335938
14335,-1.0581283569335938
14341,-1.0581283569335938
14362,-1.0581283569335938
14367,-1.0581283569335938
14374,-1.0581283569335938
14386,-1.0581283569335938
14392,-1.0581283569335938
14413,-1.0581283569335938
14418,-1.0581283569335938
14425,-1.0581283569335938
14437,-1.0581283569335938
14443,-1.0581283569335938
14464,-1.0581283569335938
14469,-1.0581283569335938
14476,-1.0581283569335938
14488,-1.0581283569335938
14494,-1.0581283569335938
14515,-1.0581283569335938
14520,-1.0581283569335938
14527,-1.0581283569335938
14539,-1.0581283569335938
14545,-1.0581283569335938
14566,-1.0581283569335938
14571,-1.0581283569335938
14578,-1.0581283569335938
14590,-1.0581283569335938
14596,-1.0581283569335938
14617,-1.0581283569335938
14622,-1.0581283569335938
14629,-1.0581283569335938
14641,-1.0581283569335938
14647,-1.0581283569335938
14668,-1.0581283569335938
14673,-1.0581283569335938
14680,-1.0581283569335938
14692,-1.0581283569335938
14698,-1.0581283569335938
14719,-1.0581283569335938
14724,-1.0581283569335938
14731,-1.0581283569335938
14743,-1.0581283569335938
14749,-1.0581283569335938
14770,-1.0581283569335938
14775,-1.0581283569335938
14782,-1.0581283569335938
14794,-1.0581283569335938
14800,-1.0581283569335938
14821,-1.0581283569335938
14826,-1.0581283569335938
14833,-1.0581283569335938
14845,-1.0581283569335938
14851,-1.0581283569335938
14872,-1.0581283569335938
14877,-1.0581283569335938
14884,-1.0581283569335938
14896,-1.0581283569335938
14902,-1.0581283569335938
14923,-1.0581283569335938
14928,-1.0581283569335938
14935,-1.0581283569335938
14947,-1.0581283569335938
14953,-1.0581283569335938
14974,-1.0581283569335938
14979,-1.0581283569335938
14986,-1.0581283569335938
14998,-1.0581283569335938
15004,-1.0581283569335938
15025,-1.0581283569335938
15030,-1.0581283569335938
15037,-1.0581283569335938
15049,-1.0581283569335938
15055,-1.0581283569335938
15076,-1.0581283569335938
15081,-1.0581283569335938
15088,-1.0581283569335938
15100,-1.0581283569335938
15106,-1.0581283569335938
15127,-1.0581283569335938
15132,-1.0581283569335938
15139,-1.0581283569335938
15151,-1.0581283569335938
15157,-1.0581283569335938
15178,-1.0581283569335938
15183,-1.0581283569335938
15190,-1.0581283569335938
15202,-1.0581283569335938
15208,-1.0581283569335938
15229,-1.0581283569335938
15234,-1.0581283569335938
15241,-1.0581283569335938
15253,-1.0581283569335938
15259,-1.0581283569335938
15280,-1.0581283569335938
15285,-1.0581283569335938
15292,-1.0581283569335938
15304,-1.0581283569335938
15310,-1.0581283569335938
15331,-1.0581283569335938
15336,-1.0581283569335938
15343,-1.0581283569335938
15355,-1.0581283569335938
15361,-1.0581283569335938
15382,-1.0581283569335938
15387,-1.0581283569335938
15394,-1.0581283569335938
15406,-1.0581283569335938
15412,-1.0581283569335938
15433,-1.0581283569335938
15438,-1.0581283569335938
15445,-1.0581283569335938
15457,-1.0581283569335938
15463,-1.0581283569335938
15484,-1.0581283569335938
15489,-1.0581283569335938
15496,-1.0581283569335938
15508,-1.0581283569335938
15514,-1.0581283569335938
15535,-1.0581283569335938
15540,-1.0581283569335938
15547,-1.0581283569335938
15559,-1.0581283569335938
15565,-1.0581283569335938
15586,-1.0581283569335938
15591,-1.0581283569335938
15598,-1.0581283569335938
15610,-1.0581283569335938
15616,-1.0581283569335938
15637,-1.0581283569335938
15642,-1.0581283569335938
15649,-1.0581283569335938
15661,-1.0581283569335938
15667,-1.0581283569335938
15688,-1.0581283569335938
15693,-1.0581283569335938
15700,-1.0581283569335938
15712,-1.0581283569335938
15718,-1.0581283569335938
15739,-1.0581283569335938
15744,-1.0581283569335938
15751,-1.0581283569335938
15763,-1.0581283569335938
15769,-1.0581283569335938
15790,-1.0581283569335938
15795,-1.0581283569335938
15802,-1.0581283569335938
15814,-1.0581283569335938
15820,-1.0581283569335938
15841,-1.0581283569335938
15846,-1.0581283569335938
15853,-1.0581283569335938
15865,-1.0581283569335938
15871,-1.0581283569335938
15892,-1.0581283569335938
15897,-1.0581283569335938
15904,-1.0581283569335938
15916,-1.0581283569335938
15922,-1.0581283569335938
15943,-1.0581283569335938
15948,-1.0581283569335938
15955,-1.0581283569335938
15967,-1.0581283569335938
15973,-1.0581283569335938
15994,-1.0581283569335938
15999,-1.0581283569335938
16006,-1.0581283569335938
16018,-1.0581283569335938
16024,-1.0581283569335938
16045,-1.0581283569335938
16050,-1.0581283569335938
16057,-1.0581283569335938
16069,-1.0581283569335938
16075,-1.0581283569335938
16096,-1.0581283569335938
16101,-1.0581283569335938
16108,-1.0581283569335938
16120,-1.0581283569335938
16126,-1.0581283569335938
16147,-1.0581283569335938
16152,-1.0581283569335938
16159,-1.0581283569335938
16171,-1.0581283569335938
16177,-1.0581283569335938
16198,-1.0581283569335938
16203,-1.0581283569335938
16210,-1.0581283569335938
16222,-1.0581283569335938
16228,-1.0581283569335938
16249,-1.0581283569335938
16254,-1.0581283569335938
16261,-1.0581283569335938
16273,-1.0581283569335938
16279,-1.0581283569335938
16300,-1.0581283569335938
16305,-1.0581283569335938
16312,-1.0581283569335938
16324,-1.0581283569335938
16330,-1.0581283569335938
16351,-1.0581283569335938
16356,-1.0581283569335938
16363,-1.0581283569335938
16375,-1.0581283569335938
16381,-1.0581283569335938
16402,-1.0581283569335938
16407,-1.0581283569335938
16414,-1.0581283569335938
16426,-1.0581283569335938
16432,-1.0581283569335938
16453,-1.0581283569335938
16458,-1.0581283569335938
16465,-1.0581283569335938
16477,-1.0581283569335938
16483,-1.0581283569335938
16504,-1.0581283569335938
16509,-1.0581283569335938
16516,-1.0581283569335938
16528,-1.0581283569335938
16534,-1.0581283569335938
16555,-1.0581283569335938
16560,-1.0581283569335938
16567,-1.0581283569335938
16579,-1.0581283569335938
16585,-1.0581283569335938
16606,-1.0581283569335938
16611,-1.0581283569335938
16618,-1.0581283569335938
16630,-1.0581283569335938
16636,-1.0581283569335938
16657,-1.0581283569335938
16662,-1.0581283569335938
16669,-1.0581283569335938
16681,-1.0581283569335938
16687,-1.0581283569335938
16708,-1.0581283569335938
16713,-1.0581283569335938
16720,-1.0581283569335938
16732,-1.0581283569335938
16738,-1.0581283569335938
16759,-1.0581283569335938
16764,-1.0581283569335938
16771,-1.0581283569335938
16783,-1.0581283569335938
16789,-1.0581283569335938
16810,-1.0581283569335938
16815,-1.0581283569335938
16822,-1.0581283569335938
16834,-1.0581283569335938
16840,-1.0581283569335938
16861,-1.0581283569335938
16866,-1.0581283569335938
16873,-1.0581283569335938
16885,-1.0581283569335938
16891,-1.0581283569335938
16912,-1.0581283569335938
16917,-1.0581283569335938
16924,-1.0581283569335938
16936,-1.0581283569335938
16942,-1.0581283569335938
16963,-1.0581283569335938
16968,-1.0581283569335938
16975,-1.0581283569335938
16987,-1.0581283569335938
16993,-1.0581283569335938
17014,-1.0581283569335938
17019,-1.0581283569335938
17026,-1.0581283569335938
17038,-1.0581283569335938
17044,-1.0581283569335938
17065,-1.0581283569335938
17070,-1.0581283569335938
17077,-1.0581283569335938
17089,-1.0581283569335938
17095,-1.0581283569335938
17116,-1.0581283569335938
17121,-1.0581283569335938
17128,-1.0581283569335938
17140,-1.0581283569335938
17146,-1.0581283569335938
17167,-1.0581283569335938
17172,-1.0581283569335938
17179,-1.0581283569335938
17191,-1.0581283569335938
17197,-1.0581283569335938
17218,-1.0581283569335938
17223,-1.0581283569335938
17230,-1.0581283569335938
17242,-1.0581283569335938
17248,-1.0581283569335938
17269,-1.0581283569335938
17274,-1.0581283569335938
17281,-1.0581283569335938
17293,-1.0581283569335938
17299,-1.0581283569335938
17320,-1.0581283569335938
17325,-1.0581283569335938
17332,-1.0581283569335938
17344,-1.0581283569335938
17350,-1.0581283569335938
17371,-1.0581283569335938
17376,-1.0581283569335938
17383,-1.0581283569335938
17395,-1.0581283569335938
17401,-1.0581283569335938
17422,-1.0581283569335938
17427,-1.0581283569335938
17434,-1.0581283569335938
17446,-1.0581283569335938
17452,-1.0581283569335938
17473,-1.0581283569335938
17478,-1.0581283569335938
17485,-1.0581283569335938
17497,-1.0581283569335938
17503,-1.0581283569335938
17524,-1.0581283569335938
17529,-1.0581283569335938
17536,-1.0581283569335938
17548,-1.0581283569335938
17554,-1.0581283569335938
17575,-1.0581283569335938
17580,-1.0581283569335938
17587,-1.0581283569335938
17599,-1.0581283569335938
17605,-1.0581283569335938
17626,-1.0581283569335938
17631,-1.0581283569335938
17638,-1.0581283569335938
17650,-1.0581283569335938
17656,-1.0581283569335938
17677,-1.0581283569335938
17682,-1.0581283569335938
17689,-1.0581283569335938
17701,-1.0581283569335938
17707,-1.0581283569335938
17728,-1.0581283569335938
17733,-1.0581283569335938
17740,-1.0581283569335938
17752,-1.0581283569335938
17758,-1.0581283569335938
17779,-1.0581283569335938
17784,-1.0581283569335938
17791,-1.0581283569335938
17803,-1.0581283569335938
17809,-1.0581283569335938
17830,-1.0581283569335938
17835,-1.0581283569335938
17842,-1.0581283569335938
17854,-1.0581283569335938
17860,-1.0581283569335938
17881,-1.0581283569335938
17886,-1.0581283569335938
17893,-1.0581283569335938
17905,-1.0581283569335938
17911,-1.0581283569335938
17932,-1.0581283569335938
17937,-1.0581283569335938
17944,-1.0581283569335938
17956,-1.0581283569335938
17962,-1.0581283569335938
17983,-1.0581283569335938
17988,-1.0581283569335938
17995,-1.0581283569335938
18007,-1.0581283569335938
18013,-1.0581283569335938
18034,-1.0581283569335938
18039,-1.0581283569335938
18046,-1.0581283569335938
18058,-1.0581283569335938
18064,-1.0581283569335938
18085,-1.0581283569335938
18090,-1.0581283569335938
18097,-1.0581283569335938
18109,-1.0581283569335938
18115,-1.0581283569335938
18136,-1.0581283569335938
18141,-1.0581283569335938
18148,-1.0581283569335938
18160,-1.0581283569335938
18166,-1.0581283569335938
18187,-1.0581283569335938
18192,-1.0581283569335938
18199,-1.0581283569335938
18211,-1.0581283569335938
18217,-1.0581283569335938
18238,-1.0581283569335938
18243,-1.0581283569335938
18250,-1.0581283569335938
18262,-1.0581283569335938
18268,-1.0581283569335938
18289,-1.0581283569335938
18294,-1.0581283569335938
18301,-1.0581283569335938
18313,-1.0581283569335938
18319,-1.0581283569335938
18340,-1.0581283569335938
18345,-1.0581283569335938
18352,-1.0581283569335938
18364,-1.0581283569335938
18370,-1.0581283569335938
18391,-1.0581283569335938
18396,-1.0581283569335938
18403,-1.0581283569335938
18415,-1.0581283569335938
18421,-1.0581283569335938
18442,-1.0581283569335938
18447,-1.0581283569335938
18454,-1.0581283569335938
18466,-1.0581283569335938
18472,-1.0581283569335938
18493,-1.0581283569335938
18498,-1.0581283569335938
18505,-1.0581283569335938
18517,-1.0581283569335938
18523,-1.0581283569335938
18544,-1.0581283569335938
18549,-1.0581283569335938
18556,-1.0581283569335938
18568,-1.0581283569335938
18574,-1.0581283569335938
18595,-1.0581283569335938
18600,-1.0581283569335938
18607,-1.0581283569335938
18619,-1.0581283569335938
18625,-1.0581283569335938
18646,-1.0581283569335938
18651,-1.0581283569335938
18658,-1.0581283569335938
18670,-1.0581283569335938
18676,-1.0581283569335938
18697,-1.0581283569335938
18702,-1.0581283569335938
18709,-1.0581283569335938
18721,-1.0581283569335938
18727,-1.0581283569335938
18748,-1.0581283569335938
18753,-1.0581283569335938
18760,-1.0581283569335938
18772,-1.0581283569335938
18778,-1.0581283569335938
18799,-1.0581283569335938
18804,-1.0581283569335938
18811,-1.0581283569335938
18823,-1.0581283569335938
18829,-1.0581283569335938
18850,-1.0581283569335938
18855,-1.0581283569335938
18862,-1.0581283569335938
18874,-1.0581283569335938
18880,-1.0581283569335938
18901,-1.0581283569335938
18906,-1.0581283569335938
18913,-1.0581283569335938
18925,-1.0581283569335938
18931,-1.0581283569335938
18952,-1.0581283569335938
18957,-1.0581283569335938
18964,-1.0581283569335938
18976,-1.0581283569335938
18982,-1.0581283569335938
19003,-1.0581283569335938
19008,-1.0581283569335938
19015,-1.0581283569335938
19027,-1.0581283569335938
19033,-1.0581283569335938
19054,-1.0581283569335938
19059,-1.0581283569335938
19066,-1.0581283569335938
19078,-1.0581283569335938
19084,-1.0581283569335938
19105,-1.0581283569335938
19110,-1.0581283569335938
19117,-1.0581283569335938
19129,-1.0581283569335938
19135,-1.0581283569335938
19156,-1.0581283569335938
19161,-1.0581283569335938
19168,-1.0581283569335938
19180,-1.0581283569335938
19186,-1.0581283569335938
19207,-1.0581283569335938
19212,-1.0581283569335938
19219,-1.0581283569335938
19231,-1.0581283569335938
19237,-1.0581283569335938
19258,-1.0581283569335938
19263,-1.0581283569335938
19270,-1.0581283569335938
19282,-1.0581283569335938
19288,-1.0581283569335938
19309,-1.0581283569335938
19314,-1.0581283569335938
19321,-1.0581283569335938
19333,-1.0581283569335938
19339,-1.0581283569335938
19360,-1.0581283569335938
19365,-1.0581283569335938
19372,-1.0581283569335938
19384,-1.0581283569335938
19390,-1.0581283569335938
19411,-1.0581283569335938
19416,-1.0581283569335938
19423,-1.0581283569335938
19435,-1.0581283569335938
19441,-1.0581283569335938
19462,-1.0581283569335938
19467,-1.0581283569335938
19474,-1.0581283569335938
19486,-1.0581283569335938
19492,-1.0581283569335938
19513,-1.0581283569335938
19518,-1.0581283569335938
19525,-1.0581283569335938
19537,-1.0581283569335938
19543,-1.0581283569335938
19564,-1.0581283569335938
19569,-1.0581283569335938
19576,-1.0581283569335938
19588,-1.0581283569335938
19594,-1.0581283569335938
19615,-1.0581283569335938
19620,-1.0581283569335938
19627,-1.0581283569335938
19639,-1.0581283569335938
19645,-1.0581283569335938
19666,-1.0581283569335938
19671,-1.0581283569335938
19678,-1.0581283569335938
19690,-1.0581283569335938
19696,-1.0581283569335938
19717,-1.0581283569335938
19722,-1.0581283569335938
19729,-1.0581283569335938
19741,-1.0581283569335938
19747,-1.0581283569335938
19768,-1.0581283569335938
19773,-1.0581283569335938
19780,-1.0581283569335938
19792,-1.0581283569335938
19798,-1.0581283569335938
19819,-1.0581283569335938
19824,-1.0581283569335938
19831,-1.0581283569335938
19843,-1.0581283569335938
19849,-1.0581283569335938
19870,-1.0581283569335938
19875,-1.0581283569335938
19882,-1.0581283569335938
19894,-1.0581283569335938
19900,-1.0581283569335938
19921,-1.0581283569335938
19926,-1.0581283569335938
19933,-1.0581283569335938
19945,-1.0581283569335938
19951,-1.0581283569335938
19972,-1.0581283569335938
19977,-1.0581283569335938
19984,-1.0581283569335938
19996,-1.0581283569335938
20002,-1.0581283569335938
20023,-1.0581283569335938
20028,-1.0581283569335938
20035,-1.0581283569335938
20047,-1.0581283569335938
20053,-1.0581283569335938
20074,-1.0581283569335938
20079,-1.0581283569335938
20086,-1.0581283569335938
20098,-1.0581283569335938
20104,-1.0581283569335938
20125,-1.0581283569335938
20130,-1.0581283569335938
20137,-1.0581283569335938
20149,-1.0581283569335938
20155,-1.0581283569335938
20176,-1.0581283569335938
20181,-1.0581283569335938
20188,-1.0581283569335938
20200,-1.0581283569335938
20206,-1.0581283569335938
20227,-1.0581283569335938
20232,-1.0581283569335938
20239,-1.0581283569335938
20251,-1.0581283569335938
20257,-1.0581283569335938
20278,-1.0581283569335938
20283,-1.0581283569335938
20290,-1.0581283569335938
20302,-1.0581283569335938
20308,-1.0581283569335938
20329,-1.0581283569335938
20334,-1.0581283569335938
20341,-1.0581283569335938
20353,-1.0581283569335938
20359,-1.0581283569335938
20380,-1.0581283569335938
20385,-1.0581283569335938
20392,-1.0581283569335938
20404,-1.0581283569335938
20410,-1.0581283569335938
20431,-1.0581283569335938
20436,-1.0581283569335938
20443,-1.0581283569335938
20455,-1.0581283569335938
20461,-1.0581283569335938
20482,-1.0581283569335938
20487,-1.0581283569335938
20494,-1.0581283569335938
20506,-1.0581283569335938
20512,-1.0581283569335938
20533,-1.0581283569335938
20538,-1.0581283569335938
20545,-1.0581283569335938
20557,-1.0581283569335938
20563,-1.0581283569335938
20584,-1.0581283569335938
20589,-1.0581283569335938
20596,-1.0581283569335938
20608,-1.0581283569335938
20614,-1.0581283569335938
20635,-1.0581283569335938
20640,-1.0581283569335938
20647,-1.0581283569335938
20659,-1.0581283569335938
20665,-1.0581283569335938
20686,-1.0581283569335938
20691,-1.0581283569335938
20698,-1.0581283569335938
20710,-1.0581283569335938
20716,-1.0581283569335938
20737,-1.0581283569335938
20742,-1.0581283569335938
20749,-1.0581283569335938
20761,-1.0581283569335938
20767,-1.0581283569335938
20788,-1.0581283569335938
20793,-1.0581283569335938
20800,-1.0581283569335938
20812,-1.0581283569335938
20818,-1.0581283569335938
20839,-1.0581283569335938
20844,-1.0581283569335938
20851,-1.0581283569335938
20863,-1.0581283569335938
20869,-1.0581283569335938
20890,-1.0581283569335938
20895,-1.0581283569335938
20902,-1.0581283569335938
20914,-1.0581283569335938
20920,-1.0581283569335938
20941,-1.0581283569335938
20946,-1.0581283569335938
20953,-1.0581283569335938
20965,-1.0581283569335938
20971,-1.0581283569335938
20992,-1.0581283569335938
20997,-1.0581283569335938
21004,-1.0581283569335938
21016,-1.0581283569335938
21022,-1.0581283569335938
21043,-1.0581283569335938
21048,-1.0581283569335938
21055,-1.0581283569335938
21067,-1.0581283569335938
21073,-1.0581283569335938
21094,-1.0581283569335938
21099,-1.0581283569335938
21106,-1.0581283569335938
21118,-1.0581283569335938
21124,-1.0581283569335938
21145,-1.0581283569335938
21150,-1.0581283569335938
21157,-1.0581283569335938
21169,-1.0581283569335938
21175,-1.0581283569335938
21196,-1.0581283569335938
21201,-1.0581283569335938
21208,-1.0581283569335938
21220,-1.0581283569335938
21226,-1.0581283569335938
21247,-1.0581283569335938
21252,-1.0581283569335938
21259,-1.0581283569335938
21271,-1.0581283569335938
21277,-1.0581283569335938
21298,-1.0581283569335938
21303,-1.0581283569335938
21310,-1.0581283569335938
21322,-1.0581283569335938
21328,-1.0581283569335938
21349,-1.0581283569335938
21354,-1.0581283569335938
21361,-1.0581283569335938
21373,-1.0581283569335938
21379,-1.0581283569335938
21400,-1.0581283569335938
21405,-1.0581283569335938
21412,-1.0581283569335938
21424,-1.0581283569335938
21430,-1.0581283569335938
21451,-1.0581283569335938
21456,-1.0581283569335938
21463,-1.0581283569335938
21475,-1.0581283569335938
21481,-1.0581283569335938
21502,-1.0581283569335938
21507,-1.0581283569335938
21514,-1.0581283569335938
21526,-1.0581283569335938
21532,-1.0581283569335938
21553,-1.0581283569335938
21558,-1.0581283569335938
21565,-1.0581283569335938
21577,-1.0581283569335938
21583,-1.0581283569335938
21604,-1.0581283569335938
21609,-1.0581283569335938
21616,-1.0581283569335938
21628,-1.0581283569335938
21634,-1.0581283569335938
21655,-1.0581283569335938
21660,-1.0581283569335938
21667,-1.0581283569335938
21679,-1.0581283569335938
21685,-1.0581283569335938
21706,-1.0581283569335938
21711,-1.0581283569335938
21718,-1.0581283569335938
21730,-1.0581283569335938
21736,-1.0581283569335938
21757,-1.0581283569335938
21762,-1.0581283569335938
21769,-1.0581283569335938
21781,-1.0581283569335938
21787,-1.0581283569335938
21808,-1.0581283569335938
21813,-1.0581283569335938
21820,-1.0581283569335938
21832,-1.0581283569335938
21838,-1.0581283569335938
21859,-1.0581283569335938
21864,-1.0581283569335938
21871,-1.0581283569335938
21883,-1.0581283569335938
21889,-1.0581283569335938
21910,-1.0581283569335938
21915,-1.0581283569335938
21922,-1.0581283569335938
21934,-1.0581283569335938
21940,-1.0581283569335938
21961,-1.0581283569335938
21966,-1.0581283569335938
21973,-1.0581283569335938
21985,-1.0581283569335938
21991,-1.0581283569335938
22012,-1.0581283569335938
